BO round,temperature_deg_c,time_h,scale_mol,stirring_shaking,startingmat_1_name,startingmat_1_cas,startingmat_1_smiles,startingmat_1_eq,reagent_1_name,reagent_1_cas,reagent_1_eq,catalyst_name,catalyst_cas,catalyst_eq,solvent_1_name,solvent_1_cas,solvent_1_fraction,solvent_2_name,solvent_2_fraction,additive_1_name,additive_1_cas,additive_1_eq,product_1_name,product_1_cas,product_1_smiles,conversion (%),selectivity(%)
1,75,20,1.29E-04,st_400,methyl 3-bromo-5-fluorobenzoate,334792-52-8,COC(=O)C1=CC(F)=CC(Br)=C1,1,K4[Fe(CN)6].3H2O,14459-95-1,0.50,[Pd(allyl)Cl((R)-BINAP)],879689-47-1,0.01,CPME,5614-37-9,1.00,,,K2CO3,584-08-7,1.0,methyl 3-cyano-5-fluorobenzoate,886732-29-2,COC(=O)C1=CC(=CC(=C1)C#N)F,5,0
1,75,20,1.29E-04,st_400,methyl 3-bromo-5-fluorobenzoate,334792-52-8,COC(=O)C1=CC(F)=CC(Br)=C1,1,NaCN,143-33-9,1.50,N-Xantphos Pd G3,1602922-03-1,0.01,CPME,5614-37-9,1.00,,,K2CO3,584-08-7,1.0,methyl 3-cyano-5-fluorobenzoate,886732-29-2,COC(=O)C1=CC(=CC(=C1)C#N)F,18,100
1,75,20,1.29E-04,st_400,methyl 3-bromo-5-fluorobenzoate,334792-52-8,COC(=O)C1=CC(F)=CC(Br)=C1,1,NaCN,143-33-9,1.50,Xantphos Pd G3,1445085-97-1,0.01,CPME,5614-37-9,1.00,,,KOAc,127-08-2,1.5,methyl 3-cyano-5-fluorobenzoate,886732-29-2,COC(=O)C1=CC(=CC(=C1)C#N)F,42,100
1,75,20,1.29E-04,st_400,methyl 3-bromo-5-fluorobenzoate,334792-52-8,COC(=O)C1=CC(F)=CC(Br)=C1,1,Zn(CN)2,557-21-1,0.75,N-Xantphos Pd G3,1602922-03-1,0.01,CPME,5614-37-9,1.00,,,NEt3,121-44-8,1.5,methyl 3-cyano-5-fluorobenzoate,886732-29-2,COC(=O)C1=CC(=CC(=C1)C#N)F,27,79
1,75,20,1.29E-04,st_400,methyl 3-bromo-5-fluorobenzoate,334792-52-8,COC(=O)C1=CC(F)=CC(Br)=C1,1,NaCN,143-33-9,1.50,[PdCl2(XantPhos)],205319-10-4,0.01,CPME,5614-37-9,1.00,,,none,,,methyl 3-cyano-5-fluorobenzoate,886732-29-2,COC(=O)C1=CC(=CC(=C1)C#N)F,0,0
1,75,20,1.29E-04,st_400,methyl 3-bromo-5-fluorobenzoate,334792-52-8,COC(=O)C1=CC(F)=CC(Br)=C1,1,K4[Fe(CN)6].3H2O,14459-95-1,0.50,[PdCl2(XantPhos)],205319-10-4,0.01,CPME,5614-37-9,1.00,,,Zn,7440-66-6,0.5,methyl 3-cyano-5-fluorobenzoate,886732-29-2,COC(=O)C1=CC(=CC(=C1)C#N)F,11,0
1,75,20,1.29E-04,st_400,methyl 3-bromo-5-fluorobenzoate,334792-52-8,COC(=O)C1=CC(F)=CC(Br)=C1,1,K4[Fe(CN)6].3H2O,14459-95-1,0.50,GPhos Pd G3,2489525-82-6,0.01,CPME,5614-37-9,1.00,,,Zn,7440-66-6,0.5,methyl 3-cyano-5-fluorobenzoate,886732-29-2,COC(=O)C1=CC(=CC(=C1)C#N)F,6,0
1,75,20,1.29E-04,st_400,methyl 3-bromo-5-fluorobenzoate,334792-52-8,COC(=O)C1=CC(F)=CC(Br)=C1,1,K4[Fe(CN)6].3H2O,14459-95-1,0.50,Me4tBuXPhos Pd G3,1507403-85-1,0.01,CPME,5614-37-9,1.00,,,Zn,7440-66-6,0.5,methyl 3-cyano-5-fluorobenzoate,886732-29-2,COC(=O)C1=CC(=CC(=C1)C#N)F,62,0
1,75,20,1.29E-04,st_400,methyl 3-bromo-5-fluorobenzoate,334792-52-8,COC(=O)C1=CC(F)=CC(Br)=C1,1,NaCN,143-33-9,1.50,tBuXPhos Pd G4,1599466-89-3,0.01,CPME,5614-37-9,1.00,,,Zn,7440-66-6,0.5,methyl 3-cyano-5-fluorobenzoate,886732-29-2,COC(=O)C1=CC(=CC(=C1)C#N)F,100,36
1,75,20,1.29E-04,st_400,methyl 3-bromo-5-fluorobenzoate,334792-52-8,COC(=O)C1=CC(F)=CC(Br)=C1,1,NaCN,143-33-9,1.50,Pd PEPPSI IPent,1158652-41-5,0.01,CPME,5614-37-9,0.67,water,0.33,K2CO3,584-08-7,1.0,methyl 3-cyano-5-fluorobenzoate,886732-29-2,COC(=O)C1=CC(=CC(=C1)C#N)F,17,0
1,75,20,1.29E-04,st_400,methyl 3-bromo-5-fluorobenzoate,334792-52-8,COC(=O)C1=CC(F)=CC(Br)=C1,1,Zn(CN)2,557-21-1,0.75,XPhos Pd G3,1445085-55-1,0.01,CPME,5614-37-9,0.67,water,0.33,K2CO3,584-08-7,1.0,methyl 3-cyano-5-fluorobenzoate,886732-29-2,COC(=O)C1=CC(=CC(=C1)C#N)F,21,27
1,75,20,1.29E-04,st_400,methyl 3-bromo-5-fluorobenzoate,334792-52-8,COC(=O)C1=CC(F)=CC(Br)=C1,1,K4[Fe(CN)6].3H2O,14459-95-1,0.50,[Pd(Cl)2(DPEPhos)],205319-06-8,0.01,CPME,5614-37-9,0.67,water,0.33,KOAc,127-08-2,1.5,methyl 3-cyano-5-fluorobenzoate,886732-29-2,COC(=O)C1=CC(=CC(=C1)C#N)F,41,100
1,75,20,1.29E-04,st_400,methyl 3-bromo-5-fluorobenzoate,334792-52-8,COC(=O)C1=CC(F)=CC(Br)=C1,1,Zn(CN)2,557-21-1,0.75,[Pd(allyl)(tBuBrettPhos)]OTf,1798782-15-6,0.01,CPME,5614-37-9,0.67,water,0.33,KOAc,127-08-2,1.5,methyl 3-cyano-5-fluorobenzoate,886732-29-2,COC(=O)C1=CC(=CC(=C1)C#N)F,100,94
1,75,20,1.29E-04,st_400,methyl 3-bromo-5-fluorobenzoate,334792-52-8,COC(=O)C1=CC(F)=CC(Br)=C1,1,NaCN,143-33-9,1.50,[Pd(Cl)2(DPEPhos)],205319-06-8,0.01,CPME,5614-37-9,0.67,water,0.33,NEt3,121-44-8,1.5,methyl 3-cyano-5-fluorobenzoate,886732-29-2,COC(=O)C1=CC(=CC(=C1)C#N)F,92,0
1,75,20,1.29E-04,st_400,methyl 3-bromo-5-fluorobenzoate,334792-52-8,COC(=O)C1=CC(F)=CC(Br)=C1,1,K4[Fe(CN)6].3H2O,14459-95-1,0.50,QPhos Pd G3,2021255-01-2,0.01,CPME,5614-37-9,0.67,water,0.33,Zn,7440-66-6,0.5,methyl 3-cyano-5-fluorobenzoate,886732-29-2,COC(=O)C1=CC(=CC(=C1)C#N)F,43,0
1,75,20,1.29E-04,st_400,methyl 3-bromo-5-fluorobenzoate,334792-52-8,COC(=O)C1=CC(F)=CC(Br)=C1,1,K4[Fe(CN)6].3H2O,14459-95-1,0.50,EPhos Pd G3,2940916-90-3,0.01,DMC,616-38-6,1.00,,,KOAc,127-08-2,1.5,methyl 3-cyano-5-fluorobenzoate,886732-29-2,COC(=O)C1=CC(=CC(=C1)C#N)F,11,25
1,75,20,1.29E-04,st_400,methyl 3-bromo-5-fluorobenzoate,334792-52-8,COC(=O)C1=CC(F)=CC(Br)=C1,1,NaCN,143-33-9,1.50,[Pd(allyl)(tBuBrettPhos)]OTf,1798782-15-6,0.01,DMC,616-38-6,1.00,,,NEt3,121-44-8,1.5,methyl 3-cyano-5-fluorobenzoate,886732-29-2,COC(=O)C1=CC(=CC(=C1)C#N)F,9,85
1,75,20,1.29E-04,st_400,methyl 3-bromo-5-fluorobenzoate,334792-52-8,COC(=O)C1=CC(F)=CC(Br)=C1,1,Zn(CN)2,557-21-1,0.75,[Pd(crotyl)Cl(RuPhos)],1798781-96-0,0.01,DMC,616-38-6,1.00,,,none,,,methyl 3-cyano-5-fluorobenzoate,886732-29-2,COC(=O)C1=CC(=CC(=C1)C#N)F,0,0
1,75,20,1.29E-04,st_400,methyl 3-bromo-5-fluorobenzoate,334792-52-8,COC(=O)C1=CC(F)=CC(Br)=C1,1,Zn(CN)2,557-21-1,0.75,MeCgPPh Pd G3,2230788-58-4,0.01,DMC,616-38-6,0.67,water,0.33,NEt3,121-44-8,1.5,methyl 3-cyano-5-fluorobenzoate,886732-29-2,COC(=O)C1=CC(=CC(=C1)C#N)F,10,0
1,75,20,1.29E-04,st_400,methyl 3-bromo-5-fluorobenzoate,334792-52-8,COC(=O)C1=CC(F)=CC(Br)=C1,1,NaCN,143-33-9,1.50,MorDalphos Pd G3,2222690-89-1,0.01,DMF,68-12-2,1.00,,,K2CO3,584-08-7,1.0,methyl 3-cyano-5-fluorobenzoate,886732-29-2,COC(=O)C1=CC(=CC(=C1)C#N)F,54,0
1,75,20,1.29E-04,st_400,methyl 3-bromo-5-fluorobenzoate,334792-52-8,COC(=O)C1=CC(F)=CC(Br)=C1,1,K4[Fe(CN)6].3H2O,14459-95-1,0.50,[Pd(allyl)(Xantphos)]Cl,879689-28-8,0.01,DMF,68-12-2,1.00,,,Zn,7440-66-6,0.5,methyl 3-cyano-5-fluorobenzoate,886732-29-2,COC(=O)C1=CC(=CC(=C1)C#N)F,11,0
1,75,20,1.29E-04,st_400,methyl 3-bromo-5-fluorobenzoate,334792-52-8,COC(=O)C1=CC(F)=CC(Br)=C1,1,K4[Fe(CN)6].3H2O,14459-95-1,0.50,MeCgPPh Pd G3,2230788-58-4,0.01,DMF,68-12-2,1.00,,,Zn,7440-66-6,0.5,methyl 3-cyano-5-fluorobenzoate,886732-29-2,COC(=O)C1=CC(=CC(=C1)C#N)F,0,0
1,75,20,1.29E-04,st_400,methyl 3-bromo-5-fluorobenzoate,334792-52-8,COC(=O)C1=CC(F)=CC(Br)=C1,1,NaCN,143-33-9,1.50,TrixiePhos Pd G3,2230788-63-1,0.01,DMF,68-12-2,1.00,,,Zn,7440-66-6,0.5,methyl 3-cyano-5-fluorobenzoate,886732-29-2,COC(=O)C1=CC(=CC(=C1)C#N)F,34,7
1,75,20,1.29E-04,st_400,methyl 3-bromo-5-fluorobenzoate,334792-52-8,COC(=O)C1=CC(F)=CC(Br)=C1,1,K4[Fe(CN)6].3H2O,14459-95-1,0.50,PtBu3 Pd G4,1621274-11-0,0.01,DMF,68-12-2,0.67,water,0.33,KOAc,127-08-2,1.5,methyl 3-cyano-5-fluorobenzoate,886732-29-2,COC(=O)C1=CC(=CC(=C1)C#N)F,24,54
1,75,20,1.29E-04,st_400,methyl 3-bromo-5-fluorobenzoate,334792-52-8,COC(=O)C1=CC(F)=CC(Br)=C1,1,NaCN,143-33-9,1.50,[Pd(allyl)(Xantphos)]Cl,879689-28-8,0.01,EtOAc,141-78-6,1.00,,,K2CO3,584-08-7,1.0,methyl 3-cyano-5-fluorobenzoate,886732-29-2,COC(=O)C1=CC(=CC(=C1)C#N)F,89,98
1,75,20,1.29E-04,st_400,methyl 3-bromo-5-fluorobenzoate,334792-52-8,COC(=O)C1=CC(F)=CC(Br)=C1,1,Zn(CN)2,557-21-1,0.75,MorDalphos Pd G3,2222690-89-1,0.01,EtOAc,141-78-6,1.00,,,K2CO3,584-08-7,1.0,methyl 3-cyano-5-fluorobenzoate,886732-29-2,COC(=O)C1=CC(=CC(=C1)C#N)F,31,50
1,75,20,1.29E-04,st_400,methyl 3-bromo-5-fluorobenzoate,334792-52-8,COC(=O)C1=CC(F)=CC(Br)=C1,1,K4[Fe(CN)6].3H2O,14459-95-1,0.50,[PdCl2(AmPhos)],887919-35-9,0.01,EtOAc,141-78-6,1.00,,,KOAc,127-08-2,1.5,methyl 3-cyano-5-fluorobenzoate,886732-29-2,COC(=O)C1=CC(=CC(=C1)C#N)F,3,0
1,75,20,1.29E-04,st_400,methyl 3-bromo-5-fluorobenzoate,334792-52-8,COC(=O)C1=CC(F)=CC(Br)=C1,1,NaCN,143-33-9,1.50,sSPhos Pd G2,2375242-78-5,0.01,EtOAc,141-78-6,1.00,,,NEt3,121-44-8,1.5,methyl 3-cyano-5-fluorobenzoate,886732-29-2,COC(=O)C1=CC(=CC(=C1)C#N)F,16,47
1,75,20,1.29E-04,st_400,methyl 3-bromo-5-fluorobenzoate,334792-52-8,COC(=O)C1=CC(F)=CC(Br)=C1,1,NaCN,143-33-9,1.50,MorDalphos Pd G3,2222690-89-1,0.01,EtOAc,141-78-6,1.00,,,none,,,methyl 3-cyano-5-fluorobenzoate,886732-29-2,COC(=O)C1=CC(=CC(=C1)C#N)F,58,71
1,75,20,1.29E-04,st_400,methyl 3-bromo-5-fluorobenzoate,334792-52-8,COC(=O)C1=CC(F)=CC(Br)=C1,1,K4[Fe(CN)6].3H2O,14459-95-1,0.50,PtBu3 Pd G4,1621274-11-0,0.01,EtOAc,141-78-6,1.00,,,Zn,7440-66-6,0.5,methyl 3-cyano-5-fluorobenzoate,886732-29-2,COC(=O)C1=CC(=CC(=C1)C#N)F,29,6
1,75,20,1.29E-04,st_400,methyl 3-bromo-5-fluorobenzoate,334792-52-8,COC(=O)C1=CC(F)=CC(Br)=C1,1,Zn(CN)2,557-21-1,0.75,BrettPhos Pd G3,1470372-59-8,0.01,EtOAc,141-78-6,1.00,,,Zn,7440-66-6,0.5,methyl 3-cyano-5-fluorobenzoate,886732-29-2,COC(=O)C1=CC(=CC(=C1)C#N)F,95,39
1,75,20,1.29E-04,st_400,methyl 3-bromo-5-fluorobenzoate,334792-52-8,COC(=O)C1=CC(F)=CC(Br)=C1,1,Zn(CN)2,557-21-1,0.75,[PdCl2(AmPhos)],887919-35-9,0.01,EtOAc,141-78-6,0.67,water,0.33,KOAc,127-08-2,1.5,methyl 3-cyano-5-fluorobenzoate,886732-29-2,COC(=O)C1=CC(=CC(=C1)C#N)F,9,0
1,75,20,1.29E-04,st_400,methyl 3-bromo-5-fluorobenzoate,334792-52-8,COC(=O)C1=CC(F)=CC(Br)=C1,1,K4[Fe(CN)6].3H2O,14459-95-1,0.50,BrettPhos Pd G4,1599466-83-7,0.01,MeCN,75-05-8,1.00,,,KOAc,127-08-2,1.5,methyl 3-cyano-5-fluorobenzoate,886732-29-2,COC(=O)C1=CC(=CC(=C1)C#N)F,14,45
1,75,20,1.29E-04,st_400,methyl 3-bromo-5-fluorobenzoate,334792-52-8,COC(=O)C1=CC(F)=CC(Br)=C1,1,K4[Fe(CN)6].3H2O,14459-95-1,0.50,tBuXPhos Pd G4,1599466-89-3,0.01,MeCN,75-05-8,1.00,,,KOAc,127-08-2,1.5,methyl 3-cyano-5-fluorobenzoate,886732-29-2,COC(=O)C1=CC(=CC(=C1)C#N)F,10,59
1,75,20,1.29E-04,st_400,methyl 3-bromo-5-fluorobenzoate,334792-52-8,COC(=O)C1=CC(F)=CC(Br)=C1,1,NaCN,143-33-9,1.50,[Pd(cinnamyl)Cl(IPr)],884879-23-6,0.01,MeCN,75-05-8,1.00,,,KOAc,127-08-2,1.5,methyl 3-cyano-5-fluorobenzoate,886732-29-2,COC(=O)C1=CC(=CC(=C1)C#N)F,15,0
1,75,20,1.29E-04,st_400,methyl 3-bromo-5-fluorobenzoate,334792-52-8,COC(=O)C1=CC(F)=CC(Br)=C1,1,Zn(CN)2,557-21-1,0.75,[PdCl2(DPPF)],95464-05-4,0.01,MeCN,75-05-8,1.00,,,Zn,7440-66-6,0.5,methyl 3-cyano-5-fluorobenzoate,886732-29-2,COC(=O)C1=CC(=CC(=C1)C#N)F,100,88
1,75,20,1.29E-04,st_400,methyl 3-bromo-5-fluorobenzoate,334792-52-8,COC(=O)C1=CC(F)=CC(Br)=C1,1,Zn(CN)2,557-21-1,0.75,N-Xantphos Pd G3,1602922-03-1,0.01,MeCN,75-05-8,1.00,,,Zn,7440-66-6,0.5,methyl 3-cyano-5-fluorobenzoate,886732-29-2,COC(=O)C1=CC(=CC(=C1)C#N)F,100,86
1,75,20,1.29E-04,st_400,methyl 3-bromo-5-fluorobenzoate,334792-52-8,COC(=O)C1=CC(F)=CC(Br)=C1,1,K4[Fe(CN)6].3H2O,14459-95-1,0.50,[PdCl2(AmPhos)],887919-35-9,0.01,MeCN,75-05-8,0.67,water,0.33,K2CO3,584-08-7,1.0,methyl 3-cyano-5-fluorobenzoate,886732-29-2,COC(=O)C1=CC(=CC(=C1)C#N)F,94,11
1,75,20,1.29E-04,st_400,methyl 3-bromo-5-fluorobenzoate,334792-52-8,COC(=O)C1=CC(F)=CC(Br)=C1,1,K4[Fe(CN)6].3H2O,14459-95-1,0.50,RuPhos Pd G3,1445085-77-7,0.01,MeCN,75-05-8,0.67,water,0.33,KOAc,127-08-2,1.5,methyl 3-cyano-5-fluorobenzoate,886732-29-2,COC(=O)C1=CC(=CC(=C1)C#N)F,53,78
1,75,20,1.29E-04,st_400,methyl 3-bromo-5-fluorobenzoate,334792-52-8,COC(=O)C1=CC(F)=CC(Br)=C1,1,NaCN,143-33-9,1.50,DTBPF Pd G3,2408294-08-4,0.01,MeCN,75-05-8,0.67,water,0.33,KOAc,127-08-2,1.5,methyl 3-cyano-5-fluorobenzoate,886732-29-2,COC(=O)C1=CC(=CC(=C1)C#N)F,7,0
1,75,20,1.29E-04,st_400,methyl 3-bromo-5-fluorobenzoate,334792-52-8,COC(=O)C1=CC(F)=CC(Br)=C1,1,K4[Fe(CN)6].3H2O,14459-95-1,0.50,MorDalphos Pd G3,2222690-89-1,0.01,MeCN,75-05-8,0.67,water,0.33,none,,,methyl 3-cyano-5-fluorobenzoate,886732-29-2,COC(=O)C1=CC(=CC(=C1)C#N)F,24,72
1,75,20,1.29E-04,st_400,methyl 3-bromo-5-fluorobenzoate,334792-52-8,COC(=O)C1=CC(F)=CC(Br)=C1,1,NaCN,143-33-9,1.50,TrixiePhos Pd G3,2230788-63-1,0.01,MeCN,75-05-8,0.67,water,0.33,none,,,methyl 3-cyano-5-fluorobenzoate,886732-29-2,COC(=O)C1=CC(=CC(=C1)C#N)F,100,0
1,75,20,1.29E-04,st_400,methyl 3-bromo-5-fluorobenzoate,334792-52-8,COC(=O)C1=CC(F)=CC(Br)=C1,1,Zn(CN)2,557-21-1,0.75,AdBrettPhos Pd G3,1445972-29-1,0.01,MeCN,75-05-8,0.67,water,0.33,Zn,7440-66-6,0.5,methyl 3-cyano-5-fluorobenzoate,886732-29-2,COC(=O)C1=CC(=CC(=C1)C#N)F,21,90
1,75,20,1.29E-04,st_400,methyl 3-bromo-5-fluorobenzoate,334792-52-8,COC(=O)C1=CC(F)=CC(Br)=C1,1,Zn(CN)2,557-21-1,0.75,sSPhos Pd G2,2375242-78-5,0.01,MeTHF,96-47-9,1.00,,,KOAc,127-08-2,1.5,methyl 3-cyano-5-fluorobenzoate,886732-29-2,COC(=O)C1=CC(=CC(=C1)C#N)F,5,0
1,75,20,1.29E-04,st_400,methyl 3-bromo-5-fluorobenzoate,334792-52-8,COC(=O)C1=CC(F)=CC(Br)=C1,1,Zn(CN)2,557-21-1,0.75,TrixiePhos Pd G3,2230788-63-1,0.01,MeTHF,96-47-9,1.00,,,Zn,7440-66-6,0.5,methyl 3-cyano-5-fluorobenzoate,886732-29-2,COC(=O)C1=CC(=CC(=C1)C#N)F,65,29
1,75,20,1.29E-04,st_400,methyl 3-bromo-5-fluorobenzoate,334792-52-8,COC(=O)C1=CC(F)=CC(Br)=C1,1,K4[Fe(CN)6].3H2O,14459-95-1,0.50,[Pd(allyl)(tBuBrettPhos)]OTf,1798782-15-6,0.01,MeTHF,96-47-9,0.67,water,0.33,NEt3,121-44-8,1.5,methyl 3-cyano-5-fluorobenzoate,886732-29-2,COC(=O)C1=CC(=CC(=C1)C#N)F,39,21
1,75,20,1.29E-04,st_400,methyl 3-bromo-5-fluorobenzoate,334792-52-8,COC(=O)C1=CC(F)=CC(Br)=C1,1,K4[Fe(CN)6].3H2O,14459-95-1,0.50,[Pd(allyl)(Xantphos)]Cl,879689-28-8,0.01,MeTHF,96-47-9,0.67,water,0.33,NEt3,121-44-8,1.5,methyl 3-cyano-5-fluorobenzoate,886732-29-2,COC(=O)C1=CC(=CC(=C1)C#N)F,76,45
1,75,20,1.29E-04,st_400,methyl 3-bromo-5-fluorobenzoate,334792-52-8,COC(=O)C1=CC(F)=CC(Br)=C1,1,Zn(CN)2,557-21-1,0.75,sSPhos Pd G2,2375242-78-5,0.01,MeTHF,96-47-9,0.67,water,0.33,Zn,7440-66-6,0.5,methyl 3-cyano-5-fluorobenzoate,886732-29-2,COC(=O)C1=CC(=CC(=C1)C#N)F,3,0
1,75,20,1.29E-04,st_400,methyl 3-bromo-5-fluorobenzoate,334792-52-8,COC(=O)C1=CC(F)=CC(Br)=C1,1,Zn(CN)2,557-21-1,0.75,RuPhos Pd G3,1445085-77-7,0.01,NBP,3470-98-2,1.00,,,K2CO3,584-08-7,1.0,methyl 3-cyano-5-fluorobenzoate,886732-29-2,COC(=O)C1=CC(=CC(=C1)C#N)F,59,77
1,75,20,1.29E-04,st_400,methyl 3-bromo-5-fluorobenzoate,334792-52-8,COC(=O)C1=CC(F)=CC(Br)=C1,1,Zn(CN)2,557-21-1,0.75,[PdCl2(DTBPF)],95408-45-0,0.01,NBP,3470-98-2,1.00,,,K2CO3,584-08-7,1.0,methyl 3-cyano-5-fluorobenzoate,886732-29-2,COC(=O)C1=CC(=CC(=C1)C#N)F,66,73
1,75,20,1.29E-04,st_400,methyl 3-bromo-5-fluorobenzoate,334792-52-8,COC(=O)C1=CC(F)=CC(Br)=C1,1,Zn(CN)2,557-21-1,0.75,[HtBuXPhos]2[Pd2Cl6],2548904-05-6,0.01,NBP,3470-98-2,1.00,,,KOAc,127-08-2,1.5,methyl 3-cyano-5-fluorobenzoate,886732-29-2,COC(=O)C1=CC(=CC(=C1)C#N)F,6,0
1,75,20,1.29E-04,st_400,methyl 3-bromo-5-fluorobenzoate,334792-52-8,COC(=O)C1=CC(F)=CC(Br)=C1,1,K4[Fe(CN)6].3H2O,14459-95-1,0.50,EPhos Pd G3,2940916-90-3,0.01,NBP,3470-98-2,1.00,,,NEt3,121-44-8,1.5,methyl 3-cyano-5-fluorobenzoate,886732-29-2,COC(=O)C1=CC(=CC(=C1)C#N)F,5,47
1,75,20,1.29E-04,st_400,methyl 3-bromo-5-fluorobenzoate,334792-52-8,COC(=O)C1=CC(F)=CC(Br)=C1,1,NaCN,143-33-9,1.50,BrettPhos Pd G4,1599466-83-7,0.01,NBP,3470-98-2,1.00,,,NEt3,121-44-8,1.5,methyl 3-cyano-5-fluorobenzoate,886732-29-2,COC(=O)C1=CC(=CC(=C1)C#N)F,37,0
1,75,20,1.29E-04,st_400,methyl 3-bromo-5-fluorobenzoate,334792-52-8,COC(=O)C1=CC(F)=CC(Br)=C1,1,Zn(CN)2,557-21-1,0.75,Me4tBuXPhos Pd G3,1507403-85-1,0.01,NBP,3470-98-2,1.00,,,NEt3,121-44-8,1.5,methyl 3-cyano-5-fluorobenzoate,886732-29-2,COC(=O)C1=CC(=CC(=C1)C#N)F,19,74
1,75,20,1.29E-04,st_400,methyl 3-bromo-5-fluorobenzoate,334792-52-8,COC(=O)C1=CC(F)=CC(Br)=C1,1,Zn(CN)2,557-21-1,0.75,N-Xantphos Pd G3,1602922-03-1,0.01,NBP,3470-98-2,1.00,,,none,,,methyl 3-cyano-5-fluorobenzoate,886732-29-2,COC(=O)C1=CC(=CC(=C1)C#N)F,71,88
1,75,20,1.29E-04,st_400,methyl 3-bromo-5-fluorobenzoate,334792-52-8,COC(=O)C1=CC(F)=CC(Br)=C1,1,NaCN,143-33-9,1.50,RuPhos Pd G3,1445085-77-7,0.01,NBP,3470-98-2,0.67,water,0.33,K2CO3,584-08-7,1.0,methyl 3-cyano-5-fluorobenzoate,886732-29-2,COC(=O)C1=CC(=CC(=C1)C#N)F,67,0
1,75,20,1.29E-04,st_400,methyl 3-bromo-5-fluorobenzoate,334792-52-8,COC(=O)C1=CC(F)=CC(Br)=C1,1,NaCN,143-33-9,1.50,sSPhos Pd G2,2375242-78-5,0.01,NBP,3470-98-2,0.67,water,0.33,K2CO3,584-08-7,1.0,methyl 3-cyano-5-fluorobenzoate,886732-29-2,COC(=O)C1=CC(=CC(=C1)C#N)F,95,0
1,75,20,1.29E-04,st_400,methyl 3-bromo-5-fluorobenzoate,334792-52-8,COC(=O)C1=CC(F)=CC(Br)=C1,1,NaCN,143-33-9,1.50,[Pd(allyl)(tBuBrettPhos)]OTf,1798782-15-6,0.01,PhMe,108-88-3,1.00,,,K2CO3,584-08-7,1.0,methyl 3-cyano-5-fluorobenzoate,886732-29-2,COC(=O)C1=CC(=CC(=C1)C#N)F,20,81
1,75,20,1.29E-04,st_400,methyl 3-bromo-5-fluorobenzoate,334792-52-8,COC(=O)C1=CC(F)=CC(Br)=C1,1,Zn(CN)2,557-21-1,0.75,[Pd(allyl)(tBuBrettPhos)]OTf,1798782-15-6,0.01,PhMe,108-88-3,1.00,,,K2CO3,584-08-7,1.0,methyl 3-cyano-5-fluorobenzoate,886732-29-2,COC(=O)C1=CC(=CC(=C1)C#N)F,25,72
1,75,20,1.29E-04,st_400,methyl 3-bromo-5-fluorobenzoate,334792-52-8,COC(=O)C1=CC(F)=CC(Br)=C1,1,Zn(CN)2,557-21-1,0.75,DTBPF Pd G3,2408294-08-4,0.01,PhMe,108-88-3,1.00,,,NEt3,121-44-8,1.5,methyl 3-cyano-5-fluorobenzoate,886732-29-2,COC(=O)C1=CC(=CC(=C1)C#N)F,23,93
1,75,20,1.29E-04,st_400,methyl 3-bromo-5-fluorobenzoate,334792-52-8,COC(=O)C1=CC(F)=CC(Br)=C1,1,NaCN,143-33-9,1.50,[HtBuXPhos]2[Pd2Cl6],2548904-05-6,0.01,PhMe,108-88-3,0.67,water,0.33,NEt3,121-44-8,1.5,methyl 3-cyano-5-fluorobenzoate,886732-29-2,COC(=O)C1=CC(=CC(=C1)C#N)F,17,0
1,75,20,1.29E-04,st_400,methyl 3-bromo-5-fluorobenzoate,334792-52-8,COC(=O)C1=CC(F)=CC(Br)=C1,1,NaCN,143-33-9,1.50,PtBu3 Pd G4,1621274-11-0,0.01,PhMe,108-88-3,0.67,water,0.33,Zn,7440-66-6,0.5,methyl 3-cyano-5-fluorobenzoate,886732-29-2,COC(=O)C1=CC(=CC(=C1)C#N)F,51,0
1,75,20,1.29E-04,st_400,methyl 3-bromo-5-fluorobenzoate,334792-52-8,COC(=O)C1=CC(F)=CC(Br)=C1,1,Zn(CN)2,557-21-1,0.75,[Pd(allyl)(tBuBrettPhos)]OTf,1798782-15-6,0.01,PhMe,108-88-3,0.67,water,0.33,Zn,7440-66-6,0.5,methyl 3-cyano-5-fluorobenzoate,886732-29-2,COC(=O)C1=CC(=CC(=C1)C#N)F,100,94
1,75,20,1.29E-04,st_400,methyl 3-bromo-5-fluorobenzoate,334792-52-8,COC(=O)C1=CC(F)=CC(Br)=C1,1,Zn(CN)2,557-21-1,0.75,PAd3 Pd G3,2252175-57-6,0.01,PhMe,108-88-3,0.67,water,0.33,Zn,7440-66-6,0.5,methyl 3-cyano-5-fluorobenzoate,886732-29-2,COC(=O)C1=CC(=CC(=C1)C#N)F,52,87
1,75,20,1.29E-04,st_400,methyl 3-bromo-5-fluorobenzoate,334792-52-8,COC(=O)C1=CC(F)=CC(Br)=C1,1,K4[Fe(CN)6].3H2O,14459-95-1,0.50,MorDalphos Pd G3,2222690-89-1,0.01,tBuOH,75-65-0,1.00,,,K2CO3,584-08-7,1.0,methyl 3-cyano-5-fluorobenzoate,886732-29-2,COC(=O)C1=CC(=CC(=C1)C#N)F,11,0
